ФК	Плю	Матрица	Уровень ассортимента TCX	Уровень ассортимента TC5	Рег.цена	Цена промо
G4	91585	Все магазины	УА15	УА4	500	200
G4	4211880	Все магазины	УА15	УА4	500	200
G4	72526	Все магазины	УА15	УА4	500	200
G4	3932832	Все магазины	УА15	УА4	500	200
G4	4242044	Все магазины	УА15	УА4	500	200
G4	4312692	Все магазины	УА15	УА4	500	200
G4	87945	Все магазины	УА15	УА4	500	200
G4	4106877	Все магазины	УА15	УА4	500	200
G4	4107458	Все магазины	УА15	УА4	500	200
G4	3621994	Все магазины	УА15	УА4	500	200
G4	3372194	Все магазины	УА15	УА4	500	200
G4	86958	Все магазины	УА15	УА4	500	200
G4	4106901	Все магазины	УА15	УА4	500	200
G4	4104974	Все магазины	УА15	УА4	500	200
G4	4026956	Все магазины	УА15	УА4	500	200
G4	2126566	Все магазины	УА15	УА4	500	200
G4	4144243	Все магазины	УА15	УА4	500	200
G4	3483599	Все магазины	УА15	УА4	500	200
G4	3352609	Все магазины	УА15	УА4	500	200
G4	3675890	Все магазины	УА15	УА4	500	200
G4	3215438	Все магазины	УА15	УА4	500	200
G4	4100277	Все магазины	УА15	УА4	500	200
G4	3002954	Все магазины	УА15	УА4	500	200
G4	3108565	Все магазины	УА15	УА4	500	200
G4	4101856	Все магазины	УА15	УА4	500	200
G4	4199500	Все магазины	УА15	УА4	500	200
G4	4088267	Все магазины	УА15	УА4	500	200
G4	3398011	Все магазины	УА15	УА4	500	200
G4	3371087	Все магазины	УА15	УА4	500	200
G4	3675902	Все магазины	УА15	УА4	500	200
G4	4099433	Все магазины	УА15	УА4	500	200
G4	3493852	Все магазины	УА15	УА4	500	200
G4	4066293	Все магазины	УА15	УА4	500	200
G4	4214857	Все магазины	УА15	УА4	500	200
G4	42759	Все магазины	УА15	УА4	500	200
G4	3331246	Все магазины	УА15	УА4	500	200
G4	3451308	Все магазины	УА15	УА4	500	200
G4	4030941	Все магазины	УА15	УА4	500	200
G4	3493842	Все магазины	УА15	УА4	500	200
G4	3451269	Все магазины	УА15	УА4	500	200
G4	3371141	Все магазины	УА15	УА4	500	200
G4	3384986	Все магазины	УА15	УА4	500	200
G4	4382686	Все магазины	УА15	УА4	500	200
G4	3332417	Все магазины	УА15	УА4	500	200
G4	3619416	Все магазины	УА15	УА4	500	200
G4	14197	Все магазины	УА15	УА4	500	200
G4	3002965	Все магазины	УА15	УА4	500	200
G4	4277908	Все магазины	УА15	УА4	500	200
G4	4164442	Все магазины	УА15	УА4	500	200
G4	3662626	Все магазины	УА15	УА4	500	200
G4	3024870	Все магазины	УА15	УА4	500	200
G4	4168290	Все магазины	УА15	УА4	500	200
G4	4000017	Все магазины	УА15	УА4	500	200
G4	3383570	Все магазины	УА15	УА4	500	200
G4	13559	Все магазины	УА15	УА4	500	200
G4	2161414	Все магазины	УА15	УА4	500	200
G4	4281095	Все магазины	УА15	УА4	500	200
G4	3359254	Все магазины	УА15	УА4	500	200
G4	4140417	Все магазины	УА15	УА4	500	200
G5	3979081	Все магазины	УА15	УА4	500	200
G5	3638126	Все магазины	УА15	УА4	500	200
G5	4238929	Все магазины	УА15	УА4	500	200
G5	4254971	Все магазины	УА15	УА4	500	200
G5	4208059	Все магазины	УА15	УА4	500	200
G5	3331254	Все магазины	УА15	УА4	500	200
G5	3384959	Все магазины	УА15	УА4	500	200
G5	4360989	Все магазины	УА15	УА4	500	200
G5	4208060	Все магазины	УА15	УА4	500	200
G5	49771	Все магазины	УА15	УА4	500	200
G5	4229365	Все магазины	УА15	УА4	500	200
G5	3406635	Все магазины	УА15	УА4	500	200
G5	3607413	Все магазины	УА15	УА4	500	200
G5	3351415	Все магазины	УА15	УА4	500	200
G5	3015061	Все магазины	УА15	УА4	500	200
G5	2073697	Все магазины	УА15	УА4	500	200
G5	4056215	Все магазины	УА15	УА4	500	200
G5	3986629	Все магазины	УА15	УА4	500	200
G5	3664346	Все магазины	УА15	УА4	500	200
G5	4089010	Все магазины	УА15	УА4	500	200
G5	3642249	Все магазины	УА15	УА4	500	200
G5	3922183	Все магазины	УА15	УА4	500	200
G5	3266875	Все магазины	УА15	УА4	500	200
G5	4129387	Все магазины	УА15	УА4	500	200
G5	4186901	Все магазины	УА15	УА4	500	200
G5	4085183	Все магазины	УА15	УА4	500	200
G5	4309365	Все магазины	УА15	УА4	500	200
G5	3624121	Все магазины	УА15	УА4	500	200
G5	3630405	Все магазины	УА15	УА4	500	200
G5	4359590	Все магазины	УА15	УА4	500	200
G5	2101628	Все магазины	УА15	УА4	500	200
G5	3904789	Все магазины	УА15	УА4	500	200
G5	3672069	Все магазины	УА15	УА4	500	200
G5	4236317	Все магазины	УА15	УА4	500	200
G5	2012976	Все магазины	УА15	УА4	500	200
G5	3904820	Все магазины	УА15	УА4	500	200
G5	3412786	Все магазины	УА15	УА4	500	200
G5	4236370	Все магазины	УА15	УА4	500	200
G5	3685616	Все магазины	УА15	УА4	500	200
G5	3985064	Все магазины	УА15	УА4	500	200
G5	4130597	Все магазины	УА15	УА4	500	200
G5	3435804	Все магазины	УА15	УА4	500	200
G5	3153816	Все магазины	УА15	УА4	500	200
G5	4094919	Все магазины	УА15	УА4	500	200
G5	3496348	Все магазины	УА15	УА4	500	200
G5	19422	Все магазины	УА15	УА4	500	200
G5	27943	Все магазины	УА15	УА4	500	200
G5	4229506	Все магазины	УА15	УА4	500	200
G5	49773	Все магазины	УА15	УА4	500	200
G5	2132625	Все магазины	УА15	УА4	500	200
G5	4204061	Все магазины	УА15	УА4	500	200
G5	3415636	Все магазины	УА15	УА4	500	200
G5	3022310	Все магазины	УА15	УА4	500	200
G5	3327168	Все магазины	УА15	УА4	500	200
G5	3435255	Все магазины	УА15	УА4	500	200
G5	4111137	Все магазины	УА15	УА4	500	200
G5	4255265	Все магазины	УА15	УА4	500	200
G5	3470621	Все магазины	УА15	УА4	500	200
G5	3380633	Все магазины	УА15	УА4	500	200
G5	4349960	Все магазины	УА15	УА4	500	200
G5	4260262	Все магазины	УА15	УА4	500	200
G5	3368642	Все магазины	УА15	УА4	500	200
G5	3415645	Все магазины	УА15	УА4	500	200
G5	4284086	Все магазины	УА15	УА4	500	200
G5	4237983	Все магазины	УА15	УА4	500	200
G5	3699080	Все магазины	УА15	УА4	500	200
G5	3345558	Все магазины	УА15	УА4	500	200
G5	4363999	Все магазины	УА15	УА4	500	200
G5	20993	Все магазины	УА15	УА4	500	200
G5	4085187	Все магазины	УА15	УА4	500	200
G5	3489532	Все магазины	УА15	УА4	500	200
G5	4337616	Все магазины	УА15	УА4	500	200
G5	3905108	Все магазины	УА15	УА4	500	200
G5	19207	Все магазины	УА15	УА4	500	200
G5	4151242	Все магазины	УА15	УА4	500	200
G5	30820	Все магазины	УА15	УА4	500	200
G5	4256302	Все магазины	УА15	УА4	500	200
G5	3426855	Все магазины	УА15	УА4	500	200
G5	3297686	Все магазины	УА15	УА4	500	200
G5	74078	Все магазины	УА15	УА4	500	200
G5	4236340	Все магазины	УА15	УА4	500	200
G5	2067589	Все магазины	УА15	УА4	500	200
G5	3364589	Все магазины	УА15	УА4	500	200
G5	2112433	Все магазины	УА15	УА4	500	200
G5	3484781	Все магазины	УА15	УА4	500	200
G5	4315761	Все магазины	УА15	УА4	500	200
G5	7177	Все магазины	УА15	УА4	500	200
G5	4312324	Все магазины	УА15	УА4	500	200
G5	3363156	Все магазины	УА15	УА4	500	200
G5	3688060	Все магазины	УА15	УА4	500	200
G5	4084338	Все магазины	УА15	УА4	500	200
G5	4229456	Все магазины	УА15	УА4	500	200
G5	3455393	Все магазины	УА15	УА4	500	200
G5	3631043	Все магазины	УА15	УА4	500	200
G5	4017811	Все магазины	УА15	УА4	500	200
G5	3382947	Все магазины	УА15	УА4	500	200
G5	4063649	Все магазины	УА15	УА4	500	200
G5	86044	Все магазины	УА15	УА4	500	200
G5	3036164	Все магазины	УА15	УА4	500	200
G5	3412937	Все магазины	УА15	УА4	500	200
G5	3904642	Все магазины	УА15	УА4	500	200
G5	4256318	Все магазины	УА15	УА4	500	200
G5	4061452	Все магазины	УА15	УА4	500	200
G5	4376771	Все магазины	УА15	УА4	500	200
G5	2049867	Все магазины	УА15	УА4	500	200
G5	4375053	Все магазины	УА15	УА4	500	200
G5	4174459	Все магазины	УА15	УА4	500	200
G5	3439083	Все магазины	УА15	УА4	500	200
G5	3427860	Все магазины	УА15	УА4	500	200
G5	4175121	Все магазины	УА15	УА4	500	200
G5	4101816	Все магазины	УА15	УА4	500	200
G5	4299558	Все магазины	УА15	УА4	500	200
G5	4236431	Все магазины	УА15	УА4	500	200
G5	4106698	Все магазины	УА15	УА4	500	200
G5	3463610	Все магазины	УА15	УА4	500	200
G5	477	Все магазины	УА15	УА4	500	200
G5	3407117	Все магазины	УА15	УА4	500	200
G5	3452649	Все магазины	УА15	УА4	500	200
G5	3630650	Все магазины	УА15	УА4	500	200
G5	3482677	Все магазины	УА15	УА4	500	200
G5	4323344	Все магазины	УА15	УА4	500	200
G5	3325205	Все магазины	УА15	УА4	500	200
G5	4038892	Все магазины	УА15	УА4	500	200
G5	3633782	Все магазины	УА15	УА4	500	200
G5	3008535	Все магазины	УА15	УА4	500	200
G5	3345577	Все магазины	УА15	УА4	500	200
G5	3978834	Все магазины	УА15	УА4	500	200
G5	4186867	Все магазины	УА15	УА4	500	200
G5	3030059	Все магазины	УА15	УА4	500	200
G5	4349953	Все магазины	УА15	УА4	500	200
G5	3979074	Все магазины	УА15	УА4	500	200
G5	2046471	Все магазины	УА15	УА4	500	200
G5	3904643	Все магазины	УА15	УА4	500	200
G5	4375447	Все магазины	УА15	УА4	500	200
G5	3391308	Все магазины	УА15	УА4	500	200
G5	3397708	Все магазины	УА15	УА4	500	200
G5	4149865	Все магазины	УА15	УА4	500	200
G5	2117004	Все магазины	УА15	УА4	500	200
G5	3969126	Все магазины	УА15	УА4	500	200
G5	4028311	Все магазины	УА15	УА4	500	200
G5	3647199	Все магазины	УА15	УА4	500	200
G5	3691967	Все магазины	УА15	УА4	500	200
G5	3445263	Все магазины	УА15	УА4	500	200
G5	3335717	Все магазины	УА15	УА4	500	200
G5	46254	Все магазины	УА15	УА4	500	200
G5	4016290	Все магазины	УА15	УА4	500	200
G5	3433108	Все магазины	УА15	УА4	500	200
G5	2019249	Все магазины	УА15	УА4	500	200
G5	3930946	Все магазины	УА15	УА4	500	200
G5	3352317	Все магазины	УА15	УА4	500	200
G5	4189652	Все магазины	УА15	УА4	500	200
G5	3434399	Все магазины	УА15	УА4	500	200
G5	3646742	Все магазины	УА15	УА4	500	200
G5	4184018	Все магазины	УА15	УА4	500	200
G6	3356431	Все магазины	УА15	УА4	500	200
G6	4165978	Все магазины	УА15	УА4	500	200
G6	18964	Все магазины	УА15	УА4	500	200
G6	4155712	Все магазины	УА15	УА4	500	200
G6	3974873	Все магазины	УА15	УА4	500	200
G6	4014442	Все магазины	УА15	УА4	500	200
G6	4312995	Все магазины	УА15	УА4	500	200
G6	98830	Все магазины	УА15	УА4	500	200
G6	3302634	Все магазины	УА15	УА4	500	200
G6	2070127	Все магазины	УА15	УА4	500	200
G6	4016506	Все магазины	УА15	УА4	500	200
G6	4122730	Все магазины	УА15	УА4	500	200
G6	3473026	Все магазины	УА15	УА4	500	200
G6	4064493	Все магазины	УА15	УА4	500	200
G6	35524	Все магазины	УА15	УА4	500	200
G6	3608158	Все магазины	УА15	УА4	500	200
G6	4264357	Все магазины	УА15	УА4	500	200
G6	3604889	Все магазины	УА15	УА4	500	200
G6	3471766	Все магазины	УА15	УА4	500	200
G6	3644036	Все магазины	УА15	УА4	500	200
G6	3465929	Все магазины	УА15	УА4	500	200
G6	18750	Все магазины	УА15	УА4	500	200
G6	4292847	Все магазины	УА15	УА4	500	200
G6	4182148	Все магазины	УА15	УА4	500	200
G6	36459	Все магазины	УА15	УА4	500	200
G6	3620314	Все магазины	УА15	УА4	500	200
G6	4327795	Все магазины	УА15	УА4	500	200
G6	4016511	Все магазины	УА15	УА4	500	200
G6	3975874	Все магазины	УА15	УА4	500	200
G6	3012985	Все магазины	УА15	УА4	500	200
G6	4296862	Все магазины	УА15	УА4	500	200
G6	4149227	Все магазины	УА15	УА4	500	200
G6	4312337	Все магазины	УА15	УА4	500	200
G6	3369211	Все магазины	УА15	УА4	500	200
G6	3477073	Все магазины	УА15	УА4	500	200
G6	4122784	Все магазины	УА15	УА4	500	200
G6	4111676	Все магазины	УА15	УА4	500	200
G6	4055150	Все магазины	УА15	УА4	500	200
G6	4162084	Все магазины	УА15	УА4	500	200
G6	4149243	Все магазины	УА15	УА4	500	200
G6	3176847	Все магазины	УА15	УА4	500	200
G6	4142101	Все магазины	УА15	УА4	500	200
G6	4131882	Все магазины	УА15	УА4	500	200
G6	3202078	Все магазины	УА15	УА4	500	200
G6	3696331	Все магазины	УА15	УА4	500	200
G6	4111999	Все магазины	УА15	УА4	500	200
G6	3224756	Все магазины	УА15	УА4	500	200
G6	3643672	Все магазины	УА15	УА4	500	200
G6	4330058	Все магазины	УА15	УА4	500	200
G6	4154260	Все магазины	УА15	УА4	500	200
G6	4065825	Все магазины	УА15	УА4	500	200
G6	4106673	Все магазины	УА15	УА4	500	200
G6	4382536	Все магазины	УА15	УА4	500	200
G6	4087200	Все магазины	УА15	УА4	500	200
G6	4292845	Все магазины	УА15	УА4	500	200
G6	3608533	Все магазины	УА15	УА4	500	200
G6	54800	Все магазины	УА15	УА4	500	200
G6	4166020	Все магазины	УА15	УА4	500	200
G6	43814	Все магазины	УА15	УА4	500	200
G6	4365056	Все магазины	УА15	УА4	500	200
G6	3614684	Все магазины	УА15	УА4	500	200
G6	4325758	Все магазины	УА15	УА4	500	200
G6	3499358	Все магазины	УА15	УА4	500	200
G6	57473	Все магазины	УА15	УА4	500	200
G6	2090442	Все магазины	УА15	УА4	500	200
G6	4014441	Все магазины	УА15	УА4	500	200
G6	3432391	Все магазины	УА15	УА4	500	200
G6	2123481	Все магазины	УА15	УА4	500	200
G6	4301279	Все магазины	УА15	УА4	500	200
G6	3274379	Все магазины	УА15	УА4	500	200
G6	3604632	Все магазины	УА15	УА4	500	200
G6	4117532	Все магазины	УА15	УА4	500	200
G6	91549	Все магазины	УА15	УА4	500	200
G6	4197526	Все магазины	УА15	УА4	500	200
G6	3423314	Все магазины	УА15	УА4	500	200
G6	4255303	Все магазины	УА15	УА4	500	200
G6	3452506	Все магазины	УА15	УА4	500	200
G6	3980815	Все магазины	УА15	УА4	500	200
G6	4061895	Все магазины	УА15	УА4	500	200
G6	3133472	Все магазины	УА15	УА4	500	200
G6	2151912	Все магазины	УА15	УА4	500	200
G6	3679035	Все магазины	УА15	УА4	500	200
G6	3477791	Все магазины	УА15	УА4	500	200
G6	63672	Все магазины	УА15	УА4	500	200
G6	3290137	Все магазины	УА15	УА4	500	200
G6	3452507	Все магазины	УА15	УА4	500	200
G6	2067663	Все магазины	УА15	УА4	500	200
G6	4125029	Все магазины	УА15	УА4	500	200
G6	3605806	Все магазины	УА15	УА4	500	200
G6	4127815	Все магазины	УА15	УА4	500	200
G6	4144341	Все магазины	УА15	УА4	500	200
G6	3693818	Все магазины	УА15	УА4	500	200
G6	4218518	Все магазины	УА15	УА4	500	200
G6	3428226	Все магазины	УА15	УА4	500	200
G6	3604222	Все магазины	УА15	УА4	500	200
G6	3065696	Все магазины	УА15	УА4	500	200
G6	59714	Все магазины	УА15	УА4	500	200
G6	4078248	Все магазины	УА15	УА4	500	200
G6	4228001	Все магазины	УА15	УА4	500	200
G6	3473912	Все магазины	УА15	УА4	500	200
G6	4128818	Все магазины	УА15	УА4	500	200
G6	3482111	Все магазины	УА15	УА4	500	200
G6	4116336	Все магазины	УА15	УА4	500	200
G6	31162	Все магазины	УА15	УА4	500	200
G6	3648436	Все магазины	УА15	УА4	500	200
G6	3995238	Все магазины	УА15	УА4	500	200
G6	4144273	Все магазины	УА15	УА4	500	200
G6	3904923	Все магазины	УА15	УА4	500	200
G6	3063874	Все магазины	УА15	УА4	500	200
G6	3420876	Все магазины	УА15	УА4	500	200
G6	4340451	Все магазины	УА15	УА4	500	200
G6	3619506	Все магазины	УА15	УА4	500	200
G6	4087199	Все магазины	УА15	УА4	500	200
G6	4275316	Все магазины	УА15	УА4	500	200
G6	4263354	Все магазины	УА15	УА4	500	200
G6	18933	Все магазины	УА15	УА4	500	200
G6	4166029	Все магазины	УА15	УА4	500	200
G6	3995237	Все магазины	УА15	УА4	500	200
G6	8658	Все магазины	УА15	УА4	500	200
G6	2022748	Все магазины	УА15	УА4	500	200
G6	4383164	Все магазины	УА15	УА4	500	200
G6	4340448	Все магазины	УА15	УА4	500	200
G6	2022759	Все магазины	УА15	УА4	500	200
G6	4155760	Все магазины	УА15	УА4	500	200
G6	3370991	Все магазины	УА15	УА4	500	200
G6	4249037	Все магазины	УА15	УА4	500	200
G6	3629234	Все магазины	УА15	УА4	500	200
G6	4314581	Все магазины	УА15	УА4	500	200
G6	3382994	Все магазины	УА15	УА4	500	200
G6	4291765	Все магазины	УА15	УА4	500	200
G6	4280860	Все магазины	УА15	УА4	500	200
G6	3019350	Все магазины	УА15	УА4	500	200
G6	2050162	Все магазины	УА15	УА4	500	200
G6	3305077	Все магазины	УА15	УА4	500	200
G6	4149241	Все магазины	УА15	УА4	500	200
G6	3274382	Все магазины	УА15	УА4	500	200
G6	3900133	Все магазины	УА15	УА4	500	200
G6	3324732	Все магазины	УА15	УА4	500	200
G6	4206724	Все магазины	УА15	УА4	500	200
G6	4272471	Все магазины	УА15	УА4	500	200
G6	4152881	Все магазины	УА15	УА4	500	200
G6	80272	Все магазины	УА15	УА4	500	200
G6	3977852	Все магазины	УА15	УА4	500	200
G6	4171642	Все магазины	УА15	УА4	500	200
G6	31206	Все магазины	УА15	УА4	500	200
G6	4315435	Все магазины	УА15	УА4	500	200
G6	4108191	Все магазины	УА15	УА4	500	200
G6	3249291	Все магазины	УА15	УА4	500	200
G6	3469694	Все магазины	УА15	УА4	500	200
G6	3376042	Все магазины	УА15	УА4	500	200
G6	4076977	Все магазины	УА15	УА4	500	200
G6	3473165	Все магазины	УА15	УА4	500	200
G6	4130537	Все магазины	УА15	УА4	500	200
G6	4144247	Все магазины	УА15	УА4	500	200
G7	3029716	Все магазины	УА15	УА4	500	200
G7	4132187	Все магазины	УА15	УА4	500	200
G7	3954380	Все магазины	УА15	УА4	500	200
G7	3614205	Все магазины	УА15	УА4	500	200
G7	4211942	Все магазины	УА15	УА4	500	200
G7	4130483	Все магазины	УА15	УА4	500	200
G7	66066	Все магазины	УА15	УА4	500	200
G7	4162152	Все магазины	УА15	УА4	500	200
G7	3477316	Все магазины	УА15	УА4	500	200
G7	3447299	Все магазины	УА15	УА4	500	200
G7	3015041	Все магазины	УА15	УА4	500	200
G7	3029636	Все магазины	УА15	УА4	500	200
G7	4017004	Все магазины	УА15	УА4	500	200
G7	4135860	Все магазины	УА15	УА4	500	200
G7	23772	Все магазины	УА15	УА4	500	200
G7	3491283	Все магазины	УА15	УА4	500	200
G7	4157125	Все магазины	УА15	УА4	500	200
G7	4053719	Все магазины	УА15	УА4	500	200
G7	4071777	Все магазины	УА15	УА4	500	200
G7	3620347	Все магазины	УА15	УА4	500	200
G7	3487952	Все магазины	УА15	УА4	500	200
G7	3671697	Все магазины	УА15	УА4	500	200
G7	3017612	Все магазины	УА15	УА4	500	200
G7	3382534	Все магазины	УА15	УА4	500	200
G7	4147127	Все магазины	УА15	УА4	500	200
G7	3687580	Все магазины	УА15	УА4	500	200
G7	3652178	Все магазины	УА15	УА4	500	200
G7	3002793	Все магазины	УА15	УА4	500	200
G7	4024037	Все магазины	УА15	УА4	500	200
G7	3605057	Все магазины	УА15	УА4	500	200
G7	3176597	Все магазины	УА15	УА4	500	200
G7	3963005	Все магазины	УА15	УА4	500	200
G7	3600740	Все магазины	УА15	УА4	500	200
G7	3950610	Все магазины	УА15	УА4	500	200
G7	3641045	Все магазины	УА15	УА4	500	200
G7	3674685	Все магазины	УА15	УА4	500	200
G7	3642042	Все магазины	УА15	УА4	500	200
G7	3900548	Все магазины	УА15	УА4	500	200
G7	3076487	Все магазины	УА15	УА4	500	200
G7	3290139	Все магазины	УА15	УА4	500	200
G7	19997	Все магазины	УА15	УА4	500	200
G7	2025564	Все магазины	УА15	УА4	500	200
G7	3420900	Все магазины	УА15	УА4	500	200
G7	39101	Все магазины	УА15	УА4	500	200
G7	3380559	Все магазины	УА15	УА4	500	200
G7	3371669	Все магазины	УА15	УА4	500	200
G7	4140742	Все магазины	УА15	УА4	500	200
G7	37255	Все магазины	УА15	УА4	500	200
G7	3488266	Все магазины	УА15	УА4	500	200
G7	3662835	Все магазины	УА15	УА4	500	200
G7	3605449	Все магазины	УА15	УА4	500	200
G7	4281348	Все магазины	УА15	УА4	500	200
G7	3048451	Все магазины	УА15	УА4	500	200
G7	3455458	Все магазины	УА15	УА4	500	200
G7	4010558	Все магазины	УА15	УА4	500	200
G7	4132286	Все магазины	УА15	УА4	500	200
G7	3231330	Все магазины	УА15	УА4	500	200
G7	8065	Все магазины	УА15	УА4	500	200
G7	3442639	Все магазины	УА15	УА4	500	200
G7	4184204	Все магазины	УА15	УА4	500	200
G7	4147101	Все магазины	УА15	УА4	500	200
G7	3326895	Все магазины	УА15	УА4	500	200
G7	4140699	Все магазины	УА15	УА4	500	200
G7	4048817	Все магазины	УА15	УА4	500	200
G7	3012209	Все магазины	УА15	УА4	500	200
G7	4024044	Все магазины	УА15	УА4	500	200
G7	4109657	Все магазины	УА15	УА4	500	200
G7	4223132	Все магазины	УА15	УА4	500	200
G7	4123635	Все магазины	УА15	УА4	500	200
G7	3477259	Все магазины	УА15	УА4	500	200
G7	3490450	Все магазины	УА15	УА4	500	200
G7	4024130	Все магазины	УА15	УА4	500	200
G7	78007576	Все магазины	УА15	УА4	500	200
G7	3949096	Все магазины	УА15	УА4	500	200
G7	4114527	Все магазины	УА15	УА4	500	200
G7	3491270	Все магазины	УА15	УА4	500	200
G7	4053827	Все магазины	УА15	УА4	500	200
G7	4145342	Все магазины	УА15	УА4	500	200
G7	3068989	Все магазины	УА15	УА4	500	200
G7	4088421	Все магазины	УА15	УА4	500	200
G7	3176603	Все магазины	УА15	УА4	500	200
G7	3976879	Все магазины	УА15	УА4	500	200
G7	3047484	Все магазины	УА15	УА4	500	200
G7	4200037	Все магазины	УА15	УА4	500	200
G7	2134911	Все магазины	УА15	УА4	500	200
G7	16964	Все магазины	УА15	УА4	500	200
G7	3484447	Все магазины	УА15	УА4	500	200
G7	3354087	Все магазины	УА15	УА4	500	200
G7	4099439	Все магазины	УА15	УА4	500	200
G7	2010929	Все магазины	УА15	УА4	500	200
G7	4366597	Все магазины	УА15	УА4	500	200
G7	4272727	Все магазины	УА15	УА4	500	200
G7	3251278	Все магазины	УА15	УА4	500	200
G7	43162	Все магазины	УА15	УА4	500	200
G7	4126055	Все магазины	УА15	УА4	500	200
G7	4268500	Все магазины	УА15	УА4	500	200
G7	3483626	Все магазины	УА15	УА4	500	200
G7	3077252	Все магазины	УА15	УА4	500	200
G7	53673	Все магазины	УА15	УА4	500	200
G7	82068	Все магазины	УА15	УА4	500	200
G7	3009041	Все магазины	УА15	УА4	500	200
G7	4355183	Все магазины	УА15	УА4	500	200
G7	4083698	Все магазины	УА15	УА4	500	200
G7	4275308	Все магазины	УА15	УА4	500	200
G7	4227529	Все магазины	УА15	УА4	500	200
G7	3688838	Все магазины	УА15	УА4	500	200
G7	3981592	Все магазины	УА15	УА4	500	200
G7	3495520	Все магазины	УА15	УА4	500	200
G7	3246436	Все магазины	УА15	УА4	500	200
G7	4024043	Все магазины	УА15	УА4	500	200
G7	3327161	Все магазины	УА15	УА4	500	200
G7	4017019	Все магазины	УА15	УА4	500	200
G7	4070225	Все магазины	УА15	УА4	500	200
G7	4056874	Все магазины	УА15	УА4	500	200
G7	3916756	Все магазины	УА15	УА4	500	200
G7	3490139	Все магазины	УА15	УА4	500	200
G7	4132207	Все магазины	УА15	УА4	500	200
G7	4107446	Все магазины	УА15	УА4	500	200
G7	4364956	Все магазины	УА15	УА4	500	200
G7	3048366	Все магазины	УА15	УА4	500	200
G7	4369893	Все магазины	УА15	УА4	500	200
G7	3621401	Все магазины	УА15	УА4	500	200
G7	2059922	Все магазины	УА15	УА4	500	200
G7	4243794	Все магазины	УА15	УА4	500	200
G7	4211956	Все магазины	УА15	УА4	500	200
G7	4211951	Все магазины	УА15	УА4	500	200
G7	3493524	Все магазины	УА15	УА4	500	200
G7	43532	Все магазины	УА15	УА4	500	200
G7	3255376	Все магазины	УА15	УА4	500	200
G7	3453488	Все магазины	УА15	УА4	500	200
G7	78006782	Все магазины	УА15	УА4	500	200
G7	3447297	Все магазины	УА15	УА4	500	200
G7	4332035	Все магазины	УА15	УА4	500	200
G7	4110151	Все магазины	УА15	УА4	500	200
G7	3983788	Все магазины	УА15	УА4	500	200
G7	3448331	Все магазины	УА15	УА4	500	200
G7	3471187	Все магазины	УА15	УА4	500	200
G7	2063381	Все магазины	УА15	УА4	500	200
G7	4330198	Все магазины	УА15	УА4	500	200
G7	3483663	Все магазины	УА15	УА4	500	200
G7	4332053	Все магазины	УА15	УА4	500	200
G7	4132193	Все магазины	УА15	УА4	500	200
G7	3983612	Все магазины	УА15	УА4	500	200
G7	4140751	Все магазины	УА15	УА4	500	200
G7	3364412	Все магазины	УА15	УА4	500	200
G7	4275060	Все магазины	УА15	УА4	500	200
G7	78004651	Все магазины	УА15	УА4	500	200
G7	4164728	Все магазины	УА15	УА4	500	200
G7	3600745	Все магазины	УА15	УА4	500	200
G7	78003304	Все магазины	УА15	УА4	500	200
G7	3506845	Все магазины	УА15	УА4	500	200
G7	4211924	Все магазины	УА15	УА4	500	200
G7	4341398	Все магазины	УА15	УА4	500	200
G7	3419625	Все магазины	УА15	УА4	500	200
G8	4373473	Все магазины	УА15	УА4	500	200
G8	3984424	Все магазины	УА15	УА4	500	200
G8	4227190	Все магазины	УА15	УА4	500	200
G8	2085890	Все магазины	УА15	УА4	500	200
G8	4373487	Все магазины	УА15	УА4	500	200
G8	2174279	Все магазины	УА15	УА4	500	200
G8	3666510	Все магазины	УА15	УА4	500	200
G8	4244289	Все магазины	УА15	УА4	500	200
G8	3421822	Все магазины	УА15	УА4	500	200
G8	4373102	Все магазины	УА15	УА4	500	200
G8	2063433	Все магазины	УА15	УА4	500	200
G8	3468665	Все магазины	УА15	УА4	500	200
G8	3414171	Все магазины	УА15	УА4	500	200
G8	4171916	Все магазины	УА15	УА4	500	200
G8	4140731	Все магазины	УА15	УА4	500	200
G8	4040835	Все магазины	УА15	УА4	500	200
G8	4084139	Все магазины	УА15	УА4	500	200
G8	3176718	Все магазины	УА15	УА4	500	200
G8	3334404	Все магазины	УА15	УА4	500	200
G8	4137218	Все магазины	УА15	УА4	500	200
G8	3491656	Все магазины	УА15	УА4	500	200
G8	78002897	Все магазины	УА15	УА4	500	200
G8	4362096	Все магазины	УА15	УА4	500	200
G8	4208471	Все магазины	УА15	УА4	500	200
G8	4144221	Все магазины	УА15	УА4	500	200
G8	4149489	Все магазины	УА15	УА4	500	200
G8	4251843	Все магазины	УА15	УА4	500	200
G8	4116094	Все магазины	УА15	УА4	500	200
G8	3387470	Все магазины	УА15	УА4	500	200
G8	3622185	Все магазины	УА15	УА4	500	200
G8	3931316	Все магазины	УА15	УА4	500	200
G8	4272937	Все магазины	УА15	УА4	500	200
G8	3402855	Все магазины	УА15	УА4	500	200
G8	4215190	Все магазины	УА15	УА4	500	200
G8	4172231	Все магазины	УА15	УА4	500	200
G8	4140676	Все магазины	УА15	УА4	500	200
G8	3617469	Все магазины	УА15	УА4	500	200
G8	3079551	Все магазины	УА15	УА4	500	200
